class,scientific,english
Mammalia,Axis kuhlii,"Bawean Deer, Bawean Hog Deer, Kuhl's Hog Deer"
Mammalia,Axis porcinus,"Hog Deer, Indochinese Hog Deer, Thai Hog Deer"
Mammalia,Babyrousa babyrussa,"Hairy Babirusa, Babiroussa, Babirusa, Buru Babirusa, Deer Hog"
Mammalia,Babyrousa celebensis,Sulawesi Babirusa
Mammalia,Babyrousa togeanensis,Togian Islands Babirusa
Mammalia,Baiomys musculus,Southern Pygmy Mouse
Mammalia,Baiomys taylori,Northern Pygmy Mouse
Mammalia,Baiyankamys habbema,Mountain Water Rat
Mammalia,Baiyankamys shawmayeri,Shaw Mayer's Water Rat
Mammalia,Balaena mysticetus,"Bowhead Whale, Bowhead, Greenland Right Whale"
Mammalia,Balaena mysticetus,Bowhead Whale
Mammalia,Balaena mysticetus,Bowhead Whale
Mammalia,Balaena mysticetus,Bowhead Whale
Mammalia,Balaenoptera acutorostrata,"Common Minke Whale, Dwarf Minke Whale, Lesser Rorqual, Little Piked Whale, Minke Whale"
Mammalia,Balaenoptera bonaerensis,Antarctic Minke Whale
Mammalia,Balaenoptera borealis,"Sei Whale, Coalfish Whale, Pollack Whale, Rudophi's Rorqual"
Mammalia,Balaenoptera edeni,"Bryde's Whale, Brydeâ€™s Whale Complex, Common Bryde's Whale, Eden's Whale, Pygmy Bryde's Whale, Tropical Whale"
Mammalia,Balaenoptera musculus,"Blue Whale, Pygmy Blue Whale, Sibbald's Rorqual, Sulphur-bottom Whale"
Mammalia,Balaenoptera musculus,Pygmy Blue Whale
Mammalia,Balaenoptera musculus,"Antarctic Blue Whale, Blue Whale"
Mammalia,Balaenoptera musculus,"Blue Whale, North Atlantic Blue Whale"
Mammalia,Balaenoptera musculus,Blue Whale
Mammalia,Balaenoptera omurai,Omuraâ€™s Whale
Mammalia,Balaenoptera physalus,"Fin Whale, Common Rorqual, Finback, Fin-backed Whale, Finner, Herring Whale, Razorback"
Mammalia,Balantiopteryx infusca,Ecuadorian Sac-winged Bat
Mammalia,Balantiopteryx io,Thomas's Sac-winged Bat
Mammalia,Balantiopteryx plicata,Gray Sac-winged Bat
Mammalia,Balionycteris maculata,Spotted-winged Fruit Bat
Mammalia,Bandicota bengalensis,"Lesser Bandicoot Rat, Indian Mole-rat, Sind Rice Rat"
Mammalia,Bandicota indica,Greater Bandicoot Rat
Mammalia,Bandicota savilei,"Savileâ€™s Bandicoot Rat, Savile's Bandicoot Rat"
Mammalia,Barbastella barbastellus,"Barbastelle, Western Barbastelle"
Mammalia,Barbastella leucomelas,"Asian Barbastelle, Eastern Barbastelle"
Mammalia,Bassaricyon alleni,Allen's Olingo
Mammalia,Bassaricyon beddardi,Beddard's Olingo
Mammalia,Bassaricyon gabbii,"Olingo, Bushy-tailed Olingo"
Mammalia,Bassaricyon lasius,Harris's Olingo
Mammalia,Bassaricyon pauli,Chiriqui Olingo
Mammalia,Bassariscus astutus,Ringtail
Mammalia,Bassariscus sumichrasti,"Cacomistle, Central American Cacomistle"
Mammalia,Bathyergus janetta,Namaqua Dune Mole Rat
Mammalia,Bathyergus suillus,Cape Dune Mole Rat
Mammalia,Batomys dentatus,"Large-toothed Batomys, Large-toothed Hairy-tailed Rat"
Mammalia,Batomys granti,"Luzon Batomys, Luzon Forest Rat, Luzon Hairy-tailed Rat"
Mammalia,Batomys russatus,"Russet Batomys, Dinagat Hairy-tailed Rat"
Mammalia,Batomys salomonseni,"Mindanao Batomys, Mindanao Hairy-tailed Rat"
Mammalia,Bauerus dubiaquercus,Van Gelder's Bat
Mammalia,Bdeogale crassicauda,"Bushy-tailed Mongoose, Sokoke Bushy-tailed Mongoose"
Mammalia,Bdeogale jacksoni,Jackson's Mongoose
Mammalia,Bdeogale nigripes,"Black-footed Mogoose, Black-legged Mongoose"
Mammalia,Bdeogale omnivora,Sokoke Bushy-tailed Mongoose
Mammalia,Beamys hindei,"Long-tailed Pouched Rat, Lesser Hamster-rat"
Mammalia,Beatragus hunteri,"Hirola, Hunter's Antelope"
Mammalia,Belomys pearsonii,Hairy-footed Flying Squirrel
Mammalia,Berardius arnuxii,"Arnoux's Beaked Whale, Southern Four-toothed Whale"
Mammalia,Berardius bairdii,"Baird's Beaked Whale, Giant Bottle-nosed Whale, Northern Four-toothed Whale, North Pacific Bottlenose Whale"
Mammalia,Berylmys berdmorei,"Berdmoreâ€™s Berylmy, Small White-toothed Rat"
Mammalia,Berylmys bowersi,"Bower's White-toothed Rat, Bowerâ€™s Rat"
Mammalia,Berylmys mackenziei,"Kenneth's White-toothed Rat, Mackenzieâ€™s Rat"
Mammalia,Berylmys manipulus,Manipur White-toothed Rat
Mammalia,Bettongia gaimardi,"Tasmanian Bettong, Eastern Bettong, Tasmanian Rat Kangaroo"
Mammalia,Bettongia lesueur,"Burrowing Bettong, Boodie, Lesueur's Rat Kangaroo"
Mammalia,Bettongia penicillata,"Woylie, Brush-tailed Bettong, Brush-tailed Rat Kangaroo"
Mammalia,Bettongia pusilla,Nullarbor Dwarf Bettong
Mammalia,Bettongia tropica,Northern Bettong
Mammalia,Bibimys chacoensis,Chaco Crimson-nosed Rat
Mammalia,Bibimys labiosus,Large-lipped Crimson-nosed Rat
Mammalia,Bibimys torresi,Torres's Crimson-nosed Rat
Mammalia,Bison bison,American Bison
Mammalia,Bison bonasus,"European Bison, EUROPEAN BISON, Wisent"
Mammalia,Biswamoyopterus biswasi,Namdapha Flying Squirrel
Mammalia,Blanfordimys afghanus,Afghan Vole
Mammalia,Blanfordimys bucharensis,Bucharian Vole
Mammalia,Blarina brevicauda,Northern Short-tailed Shrew
Mammalia,Blarina carolinensis,Southern Short-tailed Shrew
Mammalia,Blarina hylophaga,Elliot's Short-tailed Shrew
Mammalia,Blarinella griselda,Indochinese Short-tailed Shrew
Mammalia,Blarinella quadraticauda,"Asiatic Short-tailed Shrew, Northern Short-tailed Shrew, Sichuan Short-tailed Shrew"
Mammalia,Blarinella wardi,"Burmese Short-tailed Shrew, Southern Short-tailed Shrew, Ward's Short-tailed Shrew"
Mammalia,Blarinomys breviceps,Brazilian Shrew Mouse
Mammalia,Blastocerus dichotomus,Marsh Deer
Mammalia,Boromys offella,Oriente Cave Rat
Mammalia,Boromys torrei,"Torreâ€™s Cave Rat, Torre's Cave Rat"
Mammalia,Bos gaurus,"Gaur, Indian Bison"
Mammalia,Bos javanicus,"Banteng, Tembadau"
Mammalia,Bos mutus,"Wild Yak, Yak"
Mammalia,Bos primigenius,"Auroch, Auroch, Aurochs"
Mammalia,Bos sauveli,"Grey Ox, Kouprey"
Mammalia,Boselaphus tragocamelus,Nilgai
Mammalia,Brachiones przewalskii,"Przewalski's Jird, Przewalski's Gerbil"
Mammalia,Brachylagus idahoensis,Pygmy Rabbit
Mammalia,Brachyphylla cavernarum,Antillean Fruit-eating Bat
Mammalia,Brachyphylla nana,Cuban Fruit-eating Bat
Mammalia,Brachytarsomys albicauda,"White-tailed Tree Rat, White-tailed Rat"
Mammalia,Brachytarsomys villosa,Hairy-tailed Tree Rat
Mammalia,Brachyteles arachnoides,"Muriqui, Southern Muriqui, Woolly Spider Monkey"
Mammalia,Brachyteles hypoxanthus,Northern Muriqui
Mammalia,Brachyuromys betsileoensis,Betsileo Short-tailed Rat
Mammalia,Brachyuromys ramirohitra,Gregarious Short-tailed Rat
Mammalia,Bradypus pygmaeus,Pygmy Three-toed Sloth
Mammalia,Bradypus torquatus,"Maned Sloth, Maned Three-toed Sloth"
Mammalia,Bradypus tridactylus,"Pale-throated Sloth, Pale-throated Three-toed Sloth"
Mammalia,Bradypus variegatus,"Bolivian Three-toed Sloth, Brown-throated Sloth, Brown-throated Three-toed Sloth"
Mammalia,Brotomys voratus,Hispaniolan Edible Rat
Mammalia,Brucepattersonius albinasus,
Mammalia,Brucepattersonius griserufescens,
Mammalia,Brucepattersonius guarani,Guaraní Akodont
Mammalia,Brucepattersonius igniventris,
Mammalia,Brucepattersonius iheringi,Ihering's Hocicudo
Mammalia,Brucepattersonius misionensis,Misiones Akodont
Mammalia,Brucepattersonius paradisus,Arroyo Of Paradise Akodont
Mammalia,Brucepattersonius soricinus,
Mammalia,Bubalus arnee,"Asian Buffalo, Asiatic Buffalo, Indian Buffalo, Indian Water Buffalo, Water Buffalo, Wild Asian Buffalo, Wild Water Buffalo"
Mammalia,Bubalus depressicornis,"Anoa, Lowland Anoa"
Mammalia,Bubalus mindorensis,"Mindoro Dwarf Buffalo, Tamaraw, Tamarou"
Mammalia,Bubalus quarlesi,Mountain Anoa
Mammalia,Budorcas taxicolor,Takin
Mammalia,Bullimus bagobus,"Mindanao Bullimus, Bagobo Rat, Large Mindanao Forest Rat"
Mammalia,Bullimus gamay,"Camiguin Bullimus, Camiguin Forest Rat"
Mammalia,Bullimus luzonicus,"Luzon Bullimus, Large Luzon Forest Rat, Luzon Forest Rat"
Mammalia,Bunolagus monticularis,"Riverine Rabbit, Bushman Hare"
Mammalia,Bunomys andrewsi,"Andrewâ€™s Bunomys, Andrew's Hill Rat"
Mammalia,Bunomys chrysocomus,"Common Bunomys, Yellow-haired Hill Rat"
Mammalia,Bunomys coelestis,"Lampobatang Bunomys, Heavenly Hill Rat"
Mammalia,Bunomys fratrorum,"Northeastern Peninsula Bunomys, Fraternal Hill Rat"
Mammalia,Bunomys penitus,"Montane Bunomys, Inland Hill Rat"
Mammalia,Bunomys prolatus,"Tambusisi Bunomys, Long-headed Hill Rat"
Mammalia,Burramys parvus,"Mountain Pygmy Possum, Broom's Pygmy-possum, Burramys"
Mammalia,Cabassous centralis,Northern Naked-tailed Armadillo
Mammalia,Cabassous chacoensis,Chacoan Naked-tailed Armadillo
Mammalia,Cabassous tatouay,Greater Naked-tailed Armadillo
Mammalia,Cabassous unicinctus,"Cabasu, Southern Naked-tailed Armadillo"
Mammalia,Cacajao ayresi,Ayres Black Uakari
Mammalia,Cacajao calvus,"Bald-headed Uacari, Bald Uakari, Red-and-white Uacari, Red Uakari"
Mammalia,Cacajao calvus,"White Bald-headed Uacari, White Uacari"
Mammalia,Cacajao calvus,"Novaes' Bald-headed Uacari, Novae's Bald-headed Uacari"
Mammalia,Cacajao calvus,Red Bald-headed Uacari
Mammalia,Cacajao calvus,"Red Uacari, Ucayali Bald-headed Uacari"
Mammalia,Cacajao hosomi,"Black-headed Uacari, Uakari"
Mammalia,Cacajao melanocephalus,"Golden-backed Black Uakari, Black-headed Uacari, Black Uacari, Humboldt's Black-headed Uacari"
Mammalia,Caenolestes caniventer,Gray-bellied Shrew Opossum
Mammalia,Caenolestes condorensis,
Mammalia,Caenolestes convelatus,Blackish Shrew Opossum
Mammalia,Caenolestes fuliginosus,Silky Shrew Opossum
Mammalia,Calcochloris leucorhinus,Congo Golden Mole
Mammalia,Calcochloris obtusirostris,Yellow Golden Mole
Mammalia,Calcochloris tytonis,Somali Golden Mole
Mammalia,Callibella humilis,"Black-crowned Dwarf Marmoset, Roosmalen's Dwarf Marmoset"
Mammalia,Callicebus aureipalatii,Madidi Titi Monkey
Mammalia,Callicebus baptista,"Baptista Lake Titi Monkey, Baptista Lake Titi"
Mammalia,Callicebus barbarabrownae,"Blond Titi Monkey, Barbara Brown's Titi, Northern Bahian Blond Titi, Northern Bahian Blond Titi Monkey"
Mammalia,Callicebus bernhardi,"Prince Bernhardâ€™s Titi Monkey, Prince Bernhard's Titi Monkey"
Mammalia,Callicebus brunneus,Brown Titi Monkey
Mammalia,Callicebus caligatus,"Titi Monkey, Booted Titi, Chestnut-bellied Titi"
Mammalia,Callicebus cinerascens,"Ashy Black Titi Monkey, Ashy Black Titi, Ashy-grey Titi, Ashy Titi, Titi Monkey"
Mammalia,Callicebus coimbrai,"Coimbra-filhoâ€™s Titi Monkey, Coimbra Filho's Titi Monkey, Coimbra's Titi"
Mammalia,Callicebus cupreus,"Coppery Titi Monkey, Red Titi Monkey"
Mammalia,Callicebus discolor,"Red Titi Monkey, Titi Monkey"
Mammalia,Callicebus donacophilus,"Bolivian Gray Titi, Bolivian Grey Titi, Bolivian Titi, Bolivian Titi Monkey, Titi Monkey, White-eared Titi, White Eared Titi"
Mammalia,Callicebus dubius,"Doubtful Titi Monkey, Dubius Titi, Hershkovitz's Titi"
Mammalia,Callicebus hoffmannsi,"Hoffmannâ€™s Titi Monkey, Hoffman's Titi Monkey"
Mammalia,Callicebus lucifer,"Widow Monkey, Yellow-handed Titi Monkey"
Mammalia,Callicebus lugens,"Collared Titi, Widow Monkey"
Mammalia,Callicebus medemi,"Colombian Black-handed Titi, Medem's Collared Titi, Medemâ€™s Titi Monkey"
Mammalia,Callicebus melanochir,"Coastal Black-handed Titi, Southern Bahian Masked Titi"
Mammalia,Callicebus modestus,"Beni Titi Monkey, Bolivian Titi, Modest Titi, Rio Beni Titi, Titi Monkey"
Mammalia,Callicebus moloch,"Red-bellied Titi Monkey, Dusky Titi, Red-bellied Titi, Titi Monkey"
Mammalia,Callicebus nigrifrons,Black-fronted Titi Monkey
Mammalia,Callicebus oenanthe,"Andean Titi Monkey, Rio Mayo Titi, Rio Mayo Titi Monkey"
Mammalia,Callicebus olallae,"Olalla Brothersâ€™ Titi, Beni Titi Monkey, Olalla's Titi, Olallaâ€™s Titi Monkey, Ollala Brothers' Titi"
Mammalia,Callicebus ornatus,"Ornate Tití Monkey, Ornate Titi Monkey"
Mammalia,Callicebus pallescens,"Chacoan Titi Monkey, Titi Monkey, White-coated Titi"
Mammalia,Callicebus personatus,"Atlantic Titi, Masked Titi, Northern Masked Titi"
Mammalia,Callicebus purinus,Widow Monkey
Mammalia,Callicebus regulus,Widow Monkey
Mammalia,Callicebus stephennashi,"Stephen Nashâ€™s Titi Monkey, Stephen Nash's Titi Monkey"
Mammalia,Callicebus torquatus,"Collared Titi Monkey, Collared Titi, Widow Monkey, Yellow Handed Titi"
Mammalia,Callimico goeldii,"Goeldiâ€™s Monkey, Callimico, Goeldi's Marmoset, Goeldi's Monkey, Goeldi's Tamarin"
Mammalia,Callistomys pictus,"Painted Tree-rat, Painted Tree Rat"
Mammalia,Callithrix aurita,"Buffy-tufted-ear Marmoset, White-eared Marmoset"
Mammalia,Callithrix flaviceps,Buffy-headed Marmoset
Mammalia,Callithrix geoffroyi,"Geoffroyâ€™s Tufted-ear Marmoset, Geoffroy's Marmoset, Geoffroy's Tufted-ear Marmoset, White-faced Marmoset, White-fronted Marmoset"
Mammalia,Callithrix jacchus,"Common Marmoset, White-tufted-ear Marmoset"
Mammalia,Callithrix kuhlii,"Wied's Black-tufted-ear Marmoset, Wied's Marmoset"
Mammalia,Callithrix penicillata,"Black-pencilled Marmoset, Black-tufted-ear Marmoset"
Mammalia,Callorhinus ursinus,Northern Fur Seal
Mammalia,Callosciurus adamsi,Ear-spot Squirrel
Mammalia,Callosciurus albescens,"Klossâ€™s Squirrel, Kloss Squirrel"
Mammalia,Callosciurus baluensis,"Kinabalu Squirrel, Inabalu Squirrel"
Mammalia,Callosciurus caniceps,Gray-bellied Squirrel
Mammalia,Callosciurus erythraeus,Pallas's Squirrel
Mammalia,Callosciurus finlaysonii,"Finlaysonâ€™s Squirrel, Finlayson's Squirrel"
Mammalia,Callosciurus inornatus,Inornate Squirrel
Mammalia,Callosciurus melanogaster,Mentawai Squirrel
Mammalia,Callosciurus nigrovittatus,Black-striped Squirrel
Mammalia,Callosciurus notatus,Plantain Squirrel
Mammalia,Callosciurus orestes,Borneo Black-banded Squirrel
Mammalia,Callosciurus phayrei,Phayre's Squirrel
Mammalia,Callosciurus prevostii,Prevost's Squirrel
Mammalia,Callosciurus pygerythrus,"Hoary-bellied Squirrel, Irrawaddy Squirrel"
Mammalia,Callosciurus quinquestriatus,Anderson's Squirrel
Mammalia,Calomys boliviae,Bolivian Vesper Mouse
Mammalia,Calomys callidus,"Crafty Vesper Mouse, Reclusive Laucha"
Mammalia,Calomys callosus,Large Vesper Mouse
Mammalia,Calomys expulsus,
Mammalia,Calomys fecundus,
Mammalia,Calomys hummelincki,Hummelinck's Vesper Mouse
Mammalia,Calomys laucha,Small Vesper Mouse
Mammalia,Calomys lepidus,Andean Vesper Mouse
Mammalia,Calomys musculinus,Drylands Vesper Mouse
Mammalia,Calomys sorellus,Peruvian Vesper Mouse
Mammalia,Calomys tener,Delicate Vesper Mouse
Mammalia,Calomys tocantinsi,
Mammalia,Calomys venustus,Córdoba Laucha
Mammalia,Calomyscus bailwardi,Mouse-like Hamster
Mammalia,Calomyscus baluchi,"Baluchi Brush-tailed Mouse, Baluchi Mouse-like Hamster"
Mammalia,Calomyscus elburzensis,"Goodwinâ€™s Brush-tailed Mouse, Goodwinâ€™s Calomyscus"
Mammalia,Calomyscus grandis,Noble Calomyscus
Mammalia,Calomyscus hotsoni,"Hotson's Brush-tailed Mouse, Hotson's Mouse-like Hamster, Hotsonâ€™s Mouse-like Hamster"
Mammalia,Calomyscus mystax,"Afghan Mouse-like Hamster, Great Balkhan Calomyscus"
Mammalia,Calomyscus tsolovi,"Syrian Calomyscus, Tsolov's Mouse-like Hamster"
Mammalia,Calomyscus urartensis,"Urar Calomyscus, Urartsk Mouse-like Hamster"
Mammalia,Caloprymnus campestris,"Desert Rat Kangaroo, Buff-nosed Rat-kangaroo, Plains Rat-kangaroo"
Mammalia,Caluromys derbianus,Central American Woolly Opossum
Mammalia,Caluromys lanatus,"Brown-eared Wooly Opossum, Western Woolly Opossum, Woolly Opossum"
Mammalia,Caluromys philander,Bare-tailed Woolly Opossum
Mammalia,Caluromysiops irrupta,Black-shouldered Opossum
Mammalia,Camelus ferus,"Bactrian Camel, Wild Bactrian Camel"
Mammalia,Canis adustus,Side-striped Jackal
Mammalia,Canis aureus,"Golden Jackal, Asiatic Jackal, Common Jackal"
Mammalia,Canis latrans,"Coyote, American Jackal, Brush Wolf, Prairie Wolf"
Mammalia,Canis lupus,"Grey Wolf, Arctic Wolf, Common Wolf, Gray Wolf, Mexican Wolf, Plains Wolf, Timber Wolf, Tundra Wolf, WOLF"
Mammalia,Canis lupus,Dingo
Mammalia,Canis mesomelas,"Black-backed Jackal, Chacal À Chabraque, Silver-backed Jackal"
Mammalia,Canis rufus,Red Wolf
Mammalia,Canis simensis,"Ethiopian Wolf, Simien Fox, Simien Jackal"
Mammalia,Cannomys badius,"Bay Bamboo Rat, Lesser Bamboo Rat"
Mammalia,Cansumys canus,Gansu Hamster
Mammalia,Caperea marginata,Pygmy Right Whale
Mammalia,Capra aegagrus,"Bezoar, Wild Goat"
Mammalia,Capra caucasica,"Western Tur, West Caucasian Tur"
Mammalia,Capra cylindricornis,"Eastern Tur, East Caucasian Tur"
Mammalia,Capra falconeri,Markhor
Mammalia,Capra ibex,"Alpine Ibex, Ibex"
Mammalia,Capra nubiana,Nubian Ibex
Mammalia,Capra pyrenaica,"IBERIAN WILD GOAT, Spanish Ibex, Iberian Wild Goat, Pyrenean Ibex"
Mammalia,Capra sibirica,"Siberian Ibex, Asiatic Ibex, Himalayan Ibex"
Mammalia,Capra walie,"Walia Ibex, Walia"
Mammalia,Capreolus capreolus,"European Roe Deer, Roe Deer, Western Roe Deer"
Mammalia,Capreolus pygargus,"SIBERIAN ROE DEER, Eastern Roe Deer, EASTERN ROE DEER, Siberian Roe, Siberian Roe Deer"
Mammalia,Capricornis crispus,Japanese Serow
Mammalia,Capricornis milneedwardsii,"Chinese Serow, Southwest China Serow"
Mammalia,Capricornis rubidus,Red Serow
Mammalia,Capricornis sumatraensis,"Serow, Sumatran Serow"
Mammalia,Capricornis swinhoei,"Formosan Serow, Taiwan Serow"
Mammalia,Capricornis thar,Himalayan Serow
Mammalia,Caprolagus hispidus,"Hispid Hare, Assam Rabbit"
Mammalia,Capromys pilorides,Desmarest's Hutia
Mammalia,Caracal aurata,"African Golden Cat, Golden Cat"
Mammalia,Caracal caracal,"Caracal, African Caracal, Asian Caracal, Desert Lynx"
Mammalia,Cardiocranius paradoxus,Five-toed Pygmy Jerboa
Mammalia,Cardioderma cor,Heart-nosed Bat
Mammalia,Carollia brevicauda,Silky Short-tailed Bat
Mammalia,Carollia castanea,Chestnut Short-tailed Bat
Mammalia,Carollia manu,
Mammalia,Carollia perspicillata,Seba's Short-tailed Bat
Mammalia,Carollia sowelli,Sowellâ€™s Short-tailed Bat
Mammalia,Carollia subrufa,Gray Short-tailed Bat
Mammalia,Carpitalpa arendsi,Arend's Golden Mole
Mammalia,Carpomys melanurus,"Large Luzon Carpomys, Short-footed Luzon Tree Rat"
Mammalia,Carpomys phaeurus,"Small Luzon Carpomys, White-bellied Luzon Tree Rat, White-bellied Tree Rat"
Mammalia,Carterodon sulcidens,Owl's Spiny Rat
Mammalia,Caryomys eva,"Eva's Red-backed Vole, Eva's Vole, Gansu Vole, Ganzu Vole, Taozhou Vole"
Mammalia,Caryomys inez,"Inez's Red-backed Vole, Inez's Vole, Kolan Vole"
Mammalia,Casinycteris argynnis,Short-palated Fruit Bat
Mammalia,Castor canadensis,American Beaver
Mammalia,Castor fiber,Eurasian Beaver
Mammalia,Catagonus wagneri,"Chacoan Peccary, Tagua"
Mammalia,Cavia aperea,Brazilian Guinea Pig
Mammalia,Cavia fulgida,Shiny Guinea Pig
Mammalia,Cavia intermedia,
Mammalia,Cavia magna,Greater Guinea Pig
Mammalia,Cavia tschudii,Montane Guinea Pig
Mammalia,Cebuella pygmaea,Pygmy Marmoset
Mammalia,Cebuella pygmaea,Eastern Pygmy Marmoset
Mammalia,Cebuella pygmaea,Western Pygmy Marmoset
Mammalia,Cebus albifrons,"White-fronted Capuchin, Shock-headed Capuchin"
Mammalia,Cebus albifrons,"Ecuadorian White-fronted Capuchin, Ecuadorian Capuchin"
Mammalia,Cebus albifrons,White-fronted Capuchin
Mammalia,Cebus albifrons,Río Cesar White-fronted Capuchin
Mammalia,Cebus albifrons,Shock-headed Capuchin
Mammalia,Cebus albifrons,Santa Marta White-fronted Capuchin
Mammalia,Cebus albifrons,Trinidad White-fronted Capuchin
Mammalia,Cebus albifrons,"Varied White-fronted Capuchin, Varied Capuchin"
Mammalia,Cebus apella,"Guianan/margarita Island Brown Capuchin, Black-capped Capuchin, Margarita Island Capuchin"
Mammalia,Cebus apella,Guianan Brown Capuchin
Mammalia,Cebus apella,Margarita Island Capuchin
Mammalia,Cebus capucinus,"White-throated Capuchin, Gorgona White-fronted Capuchin"
Mammalia,Cebus capucinus,"Colombian White-throated Capuchin, White-faced Capuchin"
Mammalia,Cebus capucinus,"Gorgona White-throated Capuchin, Gorgona White-fronted Capuchin"
Mammalia,Cebus capucinus,Panamanian White-throated Capuchin
Mammalia,Cebus capucinus,"Honduran White-throated Capuchin Monkey, White-faced Capuchin"
Mammalia,Cebus cay,"Azarasâ€™s Capuchin, Hooded Capuchin"
Mammalia,Cebus flavius,"Blonde Capuchin, Marcgrave's Capuchin Monkey"
Mammalia,Cebus kaapori,"Kaâ€™apor Capuchin, Ka'Apor Capuchin"
Mammalia,Cebus libidinosus,Bearded Capuchin
Mammalia,Cebus macrocephalus,Large-headed Capuchin
Mammalia,Cebus nigritus,"Black-horned Capuchin, Macaco-prego"
Mammalia,Cebus olivaceus,"Weeper Capuchin, Ka'Apor Capuchin"
Mammalia,Cebus olivaceus,"Hershkovitz' Weeper Capuchin, Wedge-capped Capuchin, Weeper Capuchin"
Mammalia,Cebus olivaceus,Brown Weeper Capuchin
Mammalia,Cebus olivaceus,"Grey Weeper Capuchin, Wedge-capped Capuchin, Weeper Capuchin"
Mammalia,Cebus olivaceus,"Guianan Weeper Capuchin, Wedge-capped Capuchin, Weeper Capuchin"
Mammalia,Cebus robustus,"Crested Capuchin, Robust Tufted Capuchin"
Mammalia,Cebus xanthosternos,"Buff-headed Capuchin, Yellow-breasted Capuchin"
Mammalia,Centronycteris centralis,Thomas's Shaggy Bat
Mammalia,Centronycteris maximiliani,Shaggy Bat
Mammalia,Centurio senex,Wrinkle-faced Bat
Mammalia,Cephalophus adersi,Aders' Duiker
Mammalia,Cephalophus callipygus,"Peters' Duiker, Peter's Duiker"
Mammalia,Cephalophus dorsalis,Bay Duiker
Mammalia,Cephalophus harveyi,"Harvey's Duiker, Harvey's Red Duiker"
Mammalia,Cephalophus jentinki,Jentink's Duiker
Mammalia,Cephalophus leucogaster,White-bellied Duiker
Mammalia,Cephalophus natalensis,"Natal Red Duiker, Natal Duiker, Red Forest Duiker"
