id,string
acr-southe,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthocercus atricollis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthocercus atricollis""}]}"
acn-south,"[""Blaukehlagame:eng"", ""Black necked agama:eng"", ""Blue throated agama:eng"", ""Acanthocercus atricollis:sci"", ""Southern tree agama:eng""]"
acr-south,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthocercus atricollis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthocercus atricollis""}]}"
acn-sout,"[""Blaukehlagame:eng"", ""Black necked agama:eng"", ""Blue throated agama:eng"", ""Acanthocercus atricollis:sci"", ""Southern tree agama:eng""]"
acr-sout,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthocercus atricollis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthocercus atricollis""}]}"
acn-sou,"[""Blaukehlagame:eng"", ""Black necked agama:eng"", ""Blue throated agama:eng"", ""Acanthocercus atricollis:sci"", ""Southern tree agama:eng""]"
acr-sou,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthocercus atricollis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthocercus atricollis""}]}"
acn-tree,"[""Blaukehlagame:eng"", ""Black necked agama:eng"", ""Blue throated agama:eng"", ""Acanthocercus atricollis:sci"", ""Southern tree agama:eng""]"
acr-tree,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthocercus atricollis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthocercus atricollis""}]}"
acn-tre,"[""Blaukehlagame:eng"", ""Black necked agama:eng"", ""Blue throated agama:eng"", ""Acanthocercus atricollis:sci"", ""Southern tree agama:eng""]"
acr-tre,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthocercus atricollis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthocercus atricollis""}]}"
acn-big headed pantanal swamp turtle,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-big headed pantanal swamp turtle,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}]}"
acn-big,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-big,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}]}"
acn-pantanal,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-pantanal,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}]}"
acn-pantana,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-pantana,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}]}"
acn-pantan,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-pantan,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}]}"
acn-panta,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-panta,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}]}"
acn-pant,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-pant,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}]}"
acn-swamp,"[""Big headed pantanal swamp turtle:eng"", ""Black spine necked swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-swamp,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys spixii""}]}"
acn-swam,"[""Big headed pantanal swamp turtle:eng"", ""Black spine necked swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-swam,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys spixii""}]}"
acn-swa,"[""Big headed pantanal swamp turtle:eng"", ""Black spine necked swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-swa,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys spixii""}]}"
acn-turtle,"[""Big headed pantanal swamp turtle:eng"", ""Black spine necked swamp turtle:eng"", ""Chaco side necked turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-turtle,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys spixii""}]}"
acn-turtl,"[""Big headed pantanal swamp turtle:eng"", ""Black spine necked swamp turtle:eng"", ""Chaco side necked turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-turtl,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys spixii""}]}"
acn-turt,"[""Big headed pantanal swamp turtle:eng"", ""Black spine necked swamp turtle:eng"", ""Chaco side necked turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-turt,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys spixii""}]}"
acn-tur,"[""Big headed pantanal swamp turtle:eng"", ""Black spine necked swamp turtle:eng"", ""Chaco side necked turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-tur,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys spixii""}]}"
acn-acanthochelys macrocephala,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-acanthochelys macrocephala,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}]}"
acn-acanthochelys,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci"", ""Acanthochelys pallidipectoris:sci"", ""Acanthochelys spixii:sci""]"
acr-acanthochelys,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys spixii""}]}"
acn-acanthochely,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci"", ""Acanthochelys pallidipectoris:sci"", ""Acanthochelys spixii:sci""]"
acr-acanthochely,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys spixii""}]}"
acn-acanthochel,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci"", ""Acanthochelys pallidipectoris:sci"", ""Acanthochelys spixii:sci""]"
acr-acanthochel,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys spixii""}]}"
acn-acanthoche,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci"", ""Acanthochelys pallidipectoris:sci"", ""Acanthochelys spixii:sci""]"
acr-acanthoche,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys spixii""}]}"
acn-acanthoch,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci"", ""Acanthochelys pallidipectoris:sci"", ""Acanthochelys spixii:sci""]"
acr-acanthoch,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys spixii""}]}"
acn-macrocephala,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-macrocephala,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}]}"
acn-macrocephal,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-macrocephal,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}]}"
acn-macrocepha,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-macrocepha,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}]}"
acn-macroceph,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-macroceph,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}]}"
acn-macrocep,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-macrocep,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}]}"
acn-macroce,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-macroce,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}]}"
acn-macroc,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-macroc,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}]}"
acn-macro,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-macro,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}]}"
acn-macr,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-macr,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}]}"
acn-mac,"[""Big headed pantanal swamp turtle:eng"", ""Acanthochelys macrocephala:sci""]"
acr-mac,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys macrocephala""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys macrocephala""}]}"
acn-chaco side necked turtle,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-chaco side necked turtle,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-chaco,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-chaco,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-chac,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-chac,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-cha,"[""Chabanaud fringe fingered lizard:eng"", ""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-cha,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boueti""}]}"
acn-side,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-side,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-sid,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-sid,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-acanthochelys pallidipectoris,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-acanthochelys pallidipectoris,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-pallidipectoris,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-pallidipectoris,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-pallidipectori,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-pallidipectori,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-pallidipector,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-pallidipector,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-pallidipecto,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-pallidipecto,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-pallidipect,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-pallidipect,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-pallidipec,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-pallidipec,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-pallidipe,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-pallidipe,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-pallidip,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-pallidip,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-pallidi,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-pallidi,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-pallid,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-pallid,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-palli,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-palli,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-pall,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-pall,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-pal,"[""Chaco side necked turtle:eng"", ""Acanthochelys pallidipectoris:sci""]"
acr-pal,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys pallidipectoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthochelys pallidipectoris""}]}"
acn-black spine necked swamp turtle,"[""Black spine necked swamp turtle:eng"", ""Acanthochelys spixii:sci""]"
acr-black spine necked swamp turtle,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys spixii""}]}"
acn-spine,"[""Black spine necked swamp turtle:eng"", ""Acanthochelys spixii:sci""]"
acr-spine,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys spixii""}]}"
acn-acanthochelys spixii,"[""Black spine necked swamp turtle:eng"", ""Acanthochelys spixii:sci""]"
acr-acanthochelys spixii,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys spixii""}]}"
acn-spixii,"[""Black spine necked swamp turtle:eng"", ""Acanthochelys spixii:sci""]"
acr-spixii,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys spixii""}]}"
acn-spixi,"[""Black spine necked swamp turtle:eng"", ""Acanthochelys spixii:sci""]"
acr-spixi,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys spixii""}]}"
acn-spix,"[""Black spine necked swamp turtle:eng"", ""Acanthochelys spixii:sci""]"
acr-spix,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthochelys spixii""}]}"
acn-acanthodactylus arabicus,"[""Acanthodactylus arabicus:sci"", ""Arabian fringe fingered lizard:eng""]"
acr-acanthodactylus arabicus,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}]}"
acn-acanthodactylus,"[""Acanthodactylus boueti:sci"", ""Acanthodactylus blanci:sci"", ""Acanthodactylus arabicus:sci"", ""Acanthodactylus dumerilii:sci"", ""Arabian fringe fingered lizard:eng"", ""Acanthodactylus boskianus:sci"", ""Acanthodactylus blanfordii:sci"", ""Acanthodactylus aureus:sci"", ""Acanthodactylus cantoris:sci"", ""Acanthodactylus bedriagai:sci"", ""Acanthodactylus erythrurus:sci""]"
acr-acanthodactylus,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus aureus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus bedriagai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanci""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanfordii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus dumerilii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus erythrurus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus erythrurus""}]}"
acn-acanthodactylu,"[""Acanthodactylus boueti:sci"", ""Acanthodactylus blanci:sci"", ""Acanthodactylus arabicus:sci"", ""Acanthodactylus dumerilii:sci"", ""Arabian fringe fingered lizard:eng"", ""Acanthodactylus boskianus:sci"", ""Acanthodactylus blanfordii:sci"", ""Acanthodactylus aureus:sci"", ""Acanthodactylus cantoris:sci"", ""Acanthodactylus bedriagai:sci"", ""Acanthodactylus erythrurus:sci""]"
acr-acanthodactylu,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus aureus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus bedriagai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanci""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanfordii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus dumerilii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus erythrurus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus erythrurus""}]}"
