scientific,binomial,binomial_index,commons,commons_index,keywords,state,type
Eumeces algeriensis,Eumeces algeriensis,eumeces algeriensis,Algerian Skink,algerian skink,"algerian,skink",,BINOMIAL
Eumeces anthracinus,Eumeces anthracinus,eumeces anthracinus,"Coal Skink,thracinus,Northern Coal Skink,pluvialis,Southern Coal Skink","pluvialis,coal skink,southern coal skink,northern coal skink,thracinus","northern,pluvialis,southern,thracinus,coal,skink",,BINOMIAL
Eumeces barbouri,Eumeces barbouri,eumeces barbouri,Barbour's Eyelid Skink,barbour eyelid skink,"eyelid,barbour,skink",,BINOMIAL
Eumeces blythianus,,,,,,NO_COMMONS,
Eumeces brevirostris,Eumeces brevirostris,eumeces brevirostris,Shortnose Skink,shortnose skink,"shortnose,skink",,BINOMIAL
Eumeces callicephalus,Eumeces callicephalus,eumeces callicephalus,Mountain Skink,mountain skink,"mountain,skink",,BINOMIAL
Eumeces capito,Eumeces capito,eumeces capito,Gail's Eyelid Skink,gail eyelid skink,"skink,eyelid,gail",,BINOMIAL
Leptotyphlops cairi,Leptotyphlops cairi,leptotyphlops cairi,Cairo Blind Snake,cairo blind snake,"blind,cairo,snake",,BINOMIAL
Eumeces chinensis,Eumeces chinensis,eumeces chinensis,Chinese Skink,chinese skink,"chinese,skink",,BINOMIAL
Eumeces colimensis,Eumeces colimensis,eumeces colimensis,Colima Skink,colima skink,"colima,skink",,BINOMIAL
Eumeces copei,Eumeces copei,eumeces copei,Cope's Skink,cope skink,"skink,cope",,BINOMIAL
Sphenomorphus taylori,,,,,,NO_COMMONS,
Eumeces coreensis,Eumeces coreensis,eumeces coreensis,Smith's Skink,smith skink,"smith,skink",,BINOMIAL
Eumeces dugesii,Eumeces dugesii,eumeces dugesii,Duges' Skink,duges skink,"duges,skink",,BINOMIAL
Eumeces egregius,Eumeces egregius,eumeces egregius,"Mole Skink,regius,Florida Keys Mole Skink,insularis,,210 Cedar Key Mole Skink,lividus,Bluetail Mole Skink,onocrepis,Peninsula Mole Skink,similis,Northern Mole Skink","bluetail mole skink,insularis,210 cedar key mole skink,northern mole skink,peninsula mole skink,florida keys mole skink,regius,lividus,onocrepis,mole skink,similis","northern,210,keys,insularis,florida,peninsula,regius,bluetail,cedar,lividus,key,skink,mole,onocrepis,similis",BAD_ENCODING,BINOMIAL
Eumeces elegans,Eumeces elegans,eumeces elegans,Shanghai Elegant Skink,shanghai elegant skink,"elegant,shanghai,skink",,BINOMIAL
Eumeces fasciatus,Eumeces fasciatus,eumeces fasciatus,Five-lined Skink,five lined skink,"lined,five,skink",,BINOMIAL
Eumeces gilberti,Eumeces gilberti,eumeces gilberti,Gilbert's Skink,gilbert skink,"gilbert,skink",,BINOMIAL
Eumeces indothalensis,,,,,,NO_COMMONS,
Eumeces inexpectatus,Eumeces inexpectatus,eumeces inexpectatus,Southeastern Five-lined Skink,southeastern five lined skink,"lined,five,southeastern,skink",,BINOMIAL
Eumeces kishinouyei,Eumeces kishinouyei,eumeces kishinouyei,Japanese Skink,japanese skink,"japanese,skink",,BINOMIAL
Eumeces lagunensis,Eumeces lagunensis,eumeces lagunensis,San Lucan Skink,san lucan skink,"lucan,san,skink",,BINOMIAL
Eumeces laticeps,Eumeces laticeps,eumeces laticeps,Broadhead Skink,broadhead skink,"broadhead,skink",,BINOMIAL
Eumeces latiscutatus,Eumeces latiscutatus,eumeces latiscutatus,"Far Eastern Skink,Japanese Five-lined Skink","far eastern skink,japanese five lined skink","eastern,far,japanese,five,skink,lined",,BINOMIAL
Eumeces liui,,,,,,NO_COMMONS,
Feylinia polylepis,Feylinia polylepis,feylinia polylepis,Manyscaled Feylinia,manyscaled feylinia,"manyscaled,feylinia",,BINOMIAL
Eumeces lynxe,Eumeces lynxe,eumeces lynxe,Oak Forest Skink,oak forest skink,"oak,forest,skink",,BINOMIAL
Eumeces marginatus,Eumeces marginatus,eumeces marginatus,Ousima Skink,ousima skink,"ousima,skink",,BINOMIAL
Eumeces multilineatus,Eumeces multilineatus,eumeces multilineatus,Chihuahuan Skink,chihuahuan skink,"chihuahuan,skink",,BINOMIAL
Hakaria socotranus,,,,,,NO_COMMONS,
Eumeces multivirgatus,Eumeces multivirgatus,eumeces multivirgatus,"epipleurotus,Many-lined Skink,ltivirgatus,Northern Many-lined Skink,epipleurotus,Variable Skink","epipleurotus,northern many lined skink,ltivirgatus,variable skink,many lined skink","northern,ltivirgatus,epipleurotus,skink,variable,many,lined",,BINOMIAL
Eumeces obsoletus,Eumeces obsoletus,eumeces obsoletus,Great Plains Skink,great plains skink,"plains,great,skink",,BINOMIAL
Eumeces obtusirostris,Eumeces obtusirostris,eumeces obtusirostris,Southern Prairie Skink,southern prairie skink,"prairie,southern,skink",,BINOMIAL
Eumeces ochoterenae,Eumeces ochoterenae,eumeces ochoterenae,Guerreran Skink,guerreran skink,"guerreran,skink",,BINOMIAL
Eumeces okadae,Eumeces okadae,eumeces okadae,Okada's Skink,okada skink,"okada,skink",,BINOMIAL
Eumeces parviauriculatus,Eumeces parviauriculatus,eumeces parviauriculatus,Northern Pigmy Skink,northern pigmy skink,"skink,northern,pigmy",,BINOMIAL
Eumeces parvulus,Eumeces parvulus,eumeces parvulus,Southern Pigmy Skink,southern pigmy skink,"skink,southern,pigmy",,BINOMIAL
Eumeces popei,Eumeces popei,eumeces popei,Pope's Skink,pope skink,"pope,skink",,BINOMIAL
Eumeces quadrilineatus,Eumeces quadrilineatus,eumeces quadrilineatus,"Hong Kong Skink,Four-striped Skink,Vierstreifenskink,","vierstreifenskink,hong kong skink,four striped skink","hong,kong,four,vierstreifenskink,skink,striped",BAD_ENCODING,BINOMIAL
Ictiobus cyprinellus,Ictiobus cyprinellus,ictiobus cyprinellus,Bigmouth Buffalo,bigmouth buffalo,"bigmouth,buffalo",,BINOMIAL
Eumeces schneideri,Eumeces schneideri,eumeces schneideri,"Schneider's Skink,Berberskink,Tüpfelskink","pfelskink,schneider skink,berberskink","pfelskink,schneider,berberskink,skink",,BINOMIAL
Fojia bumui,Fojia bumui,fojia bumui,Fojia Skink,fojia skink,"fojia,skink",,BINOMIAL
Geomyersia coggeri,Geomyersia coggeri,geomyersia coggeri,Cogger's Island Skink,cogger island skink,"island,cogger,skink",,BINOMIAL
Eumeces septentrionalis,Eumeces septentrionalis,eumeces septentrionalis,"septentrionalis,Northern Prairie Skink,tusirostris,Southern Prairie Skink","northern prairie skink,southern prairie skink,tusirostris,septentrionalis","northern,tusirostris,septentrionalis,southern,prairie,skink",,BINOMIAL
Eumeces skiltonianus,Eumeces skiltonianus,eumeces skiltonianus,Western Skink,western skink,"western,skink",,BINOMIAL
Eumeces stimpsonii,Eumeces stimpsonii,eumeces stimpsonii,Stimpson's Skink,stimpson skink,"skink,stimpson",,BINOMIAL
Eumeces sumichrasti,Eumeces sumichrasti,eumeces sumichrasti,Sumichrast's Skink,sumichrast skink,"sumichrast,skink",,BINOMIAL
Eumeces tamdaoensis,Eumeces tamdaoensis,eumeces tamdaoensis,Vietnam Skink,vietnam skink,"vietnam,skink",,BINOMIAL
Lampropholis amicula,Lampropholis amicula,lampropholis amicula,Friendly Sunskink,friendly sunskink,"sunskink,friendly",,BINOMIAL
Eumeces tetragrammus,Eumeces tetragrammus,eumeces tetragrammus,"Four-lined Skink,evilineatus,Short-lined Skink,tetragrammus,Four-lined Skink","evilineatus,short lined skink,four lined skink,tetragrammus","short,tetragrammus,four,skink,lined,evilineatus",,BINOMIAL
Eumeces tunganus,,,,,,NO_COMMONS,
Eumecia anchietae,Eumecia anchietae,eumecia anchietae,Western Serpentiform Skink,western serpentiform skink,"serpentiform,western,skink",,BINOMIAL
Eumecia johnstoni,,,,,,NO_COMMONS,
Euprepes chaperi,Euprepes chaperi,euprepes chaperi,Serpentiform Skink,serpentiform skink,"serpentiform,skink",,BINOMIAL
Eurylepis poonaensis,Eurylepis poonaensis,eurylepis poonaensis,Poona Skink,poona skink,"poona,skink",,BINOMIAL
Eurylepis taeniolatus,Eurylepis taeniolatus,eurylepis taeniolatus,Alpine Punjab Skink,alpine punjab skink,"punjab,skink,alpine",,BINOMIAL
Feylinia boulengeri,Feylinia boulengeri,feylinia boulengeri,Boulenger's Feylinia,boulenger feylinia,"feylinia,boulenger",,BINOMIAL
Feylinia currori,Feylinia currori,feylinia currori,Western Forest Feylinia,western forest feylinia,"feylinia,western,forest",,BINOMIAL
Feylinia elegans,Feylinia elegans,feylinia elegans,Elegant Feylinia,elegant feylinia,"elegant,feylinia",,BINOMIAL
Feylinia grandisquamis,,,,,,NO_COMMONS,
Geomyersia glabra,Geomyersia glabra,geomyersia glabra,Greer's Island Skink,greer island skink,"greer,island,skink",,BINOMIAL
Geoscincus haraldmeieri,,,,,,NO_COMMONS,
Glaphyromorphus antoniorum,,,,,,NO_COMMONS,
Glaphyromorphus brongersmai,Glaphyromorphus brongersmai,glaphyromorphus brongersmai,Brown-sided bar-lipped Skink,brown sided bar lipped skink,"brown,sided,skink,bar,lipped",,BINOMIAL
Glaphyromorphus butlerorum,,,,,,NO_COMMONS,
Glaphyromorphus clandestinus,,,,,,NO_COMMONS,
Glaphyromorphus cracens,Glaphyromorphus cracens,glaphyromorphus cracens,Slender Mulch-skink,slender mulch skink,"mulch,slender,skink",,BINOMIAL
Lile gracilis,Lile gracilis,lile gracilis,Graceful Herring,graceful herring,"graceful,herring",,BINOMIAL
Glaphyromorphus crassicaudum,Glaphyromorphus crassicaudum,glaphyromorphus crassicaudum,Cape York Mulch-skink,cape york mulch skink,"cape,mulch,york,skink",,BINOMIAL
Glaphyromorphus darwiniensis,Glaphyromorphus darwiniensis,glaphyromorphus darwiniensis,Northern Mulch Skink,northern mulch skink,"mulch,northern,skink",,BINOMIAL
Glaphyromorphus douglasi,Glaphyromorphus douglasi,glaphyromorphus douglasi,Orange-sided Bar-lipped Skink,orange sided bar lipped skink,"orange,lipped,sided,bar,skink",,BINOMIAL
Glaphyromorphus emigrans,,,,,,NO_COMMONS,
Glaphyromorphus fuscicaudis,Glaphyromorphus fuscicaudis,glaphyromorphus fuscicaudis,"Brown-tailed Bar-lipped Skink,Grey-tailed Skink","brown tailed bar lipped skink,grey tailed skink","brown,bar,tailed,lipped,grey,skink",,BINOMIAL
Glaphyromorphus gracilipes,Glaphyromorphus gracilipes,glaphyromorphus gracilipes,South-western Mulch-skink,south western mulch skink,"mulch,western,south,skink",,BINOMIAL
Glaphyromorphus isolepis,Glaphyromorphus isolepis,glaphyromorphus isolepis,Northern Bar-lipped Skink,northern bar lipped skink,"lipped,bar,northern,skink",,BINOMIAL
Glaphyromorphus mjobergi,Glaphyromorphus mjobergi,glaphyromorphus mjobergi,Atherton Tableland Skink,atherton tableland skink,"tableland,atherton,skink",,BINOMIAL
Glaphyromorphus nigricaudis,Glaphyromorphus nigricaudis,glaphyromorphus nigricaudis,Black-tailed Bar-lipped Skink,black tailed bar lipped skink,"lipped,bar,skink,black,tailed",,BINOMIAL
Glaphyromorphus pardalis,Glaphyromorphus pardalis,glaphyromorphus pardalis,Lowlands Bar-lipped Skink,lowlands bar lipped skink,"lowlands,lipped,bar,skink",,BINOMIAL
Leptosiaphos luberoensis,Leptosiaphos luberoensis,leptosiaphos luberoensis,Witte's Five-toed Skink,witte five toed skink,"five,witte,toed,skink",,BINOMIAL
Glaphyromorphus pumilus,Glaphyromorphus pumilus,glaphyromorphus pumilus,Dwarf Mulch-skink,dwarf mulch skink,"mulch,dwarf,skink",,BINOMIAL
Glaphyromorphus punctulatus,Glaphyromorphus punctulatus,glaphyromorphus punctulatus,Fine-spotted Mulch-skink,fine spotted mulch skink,"spotted,mulch,fine,skink",,BINOMIAL
Gnypetoscincus queenslandiae,Gnypetoscincus queenslandiae,gnypetoscincus queenslandiae,Prickly Forest Skink,prickly forest skink,"prickly,forest,skink",,BINOMIAL
Gongylomorphus bojerii,Gongylomorphus bojerii,gongylomorphus bojerii,Bojer's Skink,bojer skink,"bojer,skink",,BINOMIAL
Gongylus brachypoda,Gongylus brachypoda,gongylus brachypoda,Duméril's Skink,dum ril skink,"ril,dum,skink",,BINOMIAL
Graciliscincus shonae,Graciliscincus shonae,graciliscincus shonae,Sadlier's Skink,sadlier skink,"skink,sadlier",,BINOMIAL
Haackgreerius miopus,Haackgreerius miopus,haackgreerius miopus,Haacke-Greer's Skink,haacke greer skink,"greer,skink,haacke",,BINOMIAL
Lampropholis caligula,Lampropholis caligula,lampropholis caligula,Montane Sunskink,montane sunskink,"sunskink,montane",,BINOMIAL
Hemiergis decresiensis,Hemiergis decresiensis,hemiergis decresiensis,Three-toed Earless Skink,three toed earless skink,"earless,toed,three,skink",,BINOMIAL
Hemiergis initialis,Hemiergis initialis,hemiergis initialis,Southwestern Earless Skink,southwestern earless skink,"skink,earless,southwestern",,BINOMIAL
Ameiva corax,Ameiva corax,ameiva corax,Censky's Ameiva,censky ameiva,"ameiva,censky",,BINOMIAL
Hemiergis millewae,Hemiergis millewae,hemiergis millewae,Triodia Earless Skink,triodia earless skink,"skink,earless,triodia",,BINOMIAL
Hemiergis peronii,Hemiergis peronii,hemiergis peronii,Lowlands Earless Skink,lowlands earless skink,"lowlands,earless,skink",,BINOMIAL
Hemiergis quadrilineatum,Hemiergis quadrilineatum,hemiergis quadrilineatum,Two-toed Earless Skink,two toed earless skink,"earless,toed,two,skink",,BINOMIAL
Etheostoma lugoi,Etheostoma lugoi,etheostoma lugoi,Tufa Darter,tufa darter,"darter,tufa",,BINOMIAL
Hemisphaeriodon gerrardii,Hemisphaeriodon gerrardii,hemisphaeriodon gerrardii,"Pink-tongued Skink,Pink-Tongued Lizard,Schneckenskink","pink tongued lizard,pink tongued skink,schneckenskink","pink,schneckenskink,skink,lizard,tongued,tongued",,BINOMIAL
Isopachys anguinoides,Isopachys anguinoides,isopachys anguinoides,"Heyer's Isopachys,Thai Snake Skink,Fussloser Schlangenskink","heyer isopachys,thai snake skink,fussloser schlangenskink","schlangenskink,isopachys,fussloser,skink,heyer,thai,snake",,BINOMIAL
Isopachys borealis,Isopachys borealis,isopachys borealis,Lang's Isopachys,lang isopachys,"lang,isopachys",,BINOMIAL
Leptosiaphos meleagris,Leptosiaphos meleagris,leptosiaphos meleagris,Ruwenzori Four-toed Skink,ruwenzori four toed skink,"ruwenzori,four,toed,skink",,BINOMIAL
Isopachys gyldenstolpei,Isopachys gyldenstolpei,isopachys gyldenstolpei,"Gyldenstolpe's Isopachys,Gyldenstolpe's Snake Skink,Gyldenstolpes Schlangenskink","gyldenstolpe isopachys,gyldenstolpes schlangenskink,gyldenstolpe snake skink","gyldenstolpes,schlangenskink,isopachys,snake,skink,gyldenstolpe",,BINOMIAL
Isopachys roulei,Isopachys roulei,isopachys roulei,"Chonburi Snake Skink,Chonburi-Schlangenskink","chonburi schlangenskink,chonburi snake skink","chonburi,schlangenskink,snake,skink",,BINOMIAL
Janetaescincus braueri,,,,,,NO_COMMONS,
Janetaescincus veseyfitzgeraldi,,,,,,NO_COMMONS,
Lacertoides pardalis,,,,,,NO_COMMONS,
Lamprolepis leucosticta,,,,,,NO_COMMONS,
Lamprolepis nieuwenhuisi,Lamprolepis nieuwenhuisi,lamprolepis nieuwenhuisi,Nieuwenhuis' Skink,nieuwenhuis skink,"nieuwenhuis,skink",,BINOMIAL
Lamprolepis smaragdina,Lamprolepis smaragdina,lamprolepis smaragdina,Emerald Skink,emerald skink,"skink,emerald",,BINOMIAL
Lamprolepis vyneri,Lamprolepis vyneri,lamprolepis vyneri,Shelford's Skink,shelford skink,"shelford,skink",,BINOMIAL
Lampropholis adonis,Lampropholis adonis,lampropholis adonis,Diamond Shielded Sunskink,diamond shielded sunskink,"shielded,sunskink,diamond",,BINOMIAL
Lampropholis coggeri,Lampropholis coggeri,lampropholis coggeri,Rainforest Sunskink,rainforest sunskink,"sunskink,rainforest",,BINOMIAL
Lampropholis colossus,Lampropholis colossus,lampropholis colossus,Bunya Sunskink,bunya sunskink,"bunya,sunskink",,BINOMIAL
Lampropholis couperi,Lampropholis couperi,lampropholis couperi,Plain-backed Sunskink,plain backed sunskink,"backed,plain,sunskink",,BINOMIAL
Lampropholis delicata,Lampropholis delicata,lampropholis delicata,Rainbow Skink,rainbow skink,"rainbow,skink",,BINOMIAL
Mabuya agmosticha,,,,,,NO_COMMONS,
Lampropholis guichenoti,Lampropholis guichenoti,lampropholis guichenoti,"Pale-flecked Garden Sunskink,Garden Skink","garden skink,pale flecked garden sunskink","sunskink,flecked,pale,garden,skink",,BINOMIAL
Lampropholis mirabilis,Lampropholis mirabilis,lampropholis mirabilis,Saxicoline Sunskink,saxicoline sunskink,"sunskink,saxicoline",,BINOMIAL
Lampropholis robertsi,Lampropholis robertsi,lampropholis robertsi,Grey-bellied Sunskink,grey bellied sunskink,"sunskink,bellied,grey",,BINOMIAL
Lankascincus deignani,Lankascincus deignani,lankascincus deignani,Deignan Tree Skink,deignan tree skink,"deignan,tree,skink",,BINOMIAL
Lankascincus fallax,Lankascincus fallax,lankascincus fallax,Peters' Tree Skink,peters tree skink,"skink,tree,peters",,BINOMIAL
Lankascincus gansi,Lankascincus gansi,lankascincus gansi,Gans' Tree Skink,gans tree skink,"gans,tree,skink",,BINOMIAL
Lankascincus taprobanensis,Lankascincus taprobanensis,lankascincus taprobanensis,Ceylon Tree Skink,ceylon tree skink,"ceylon,tree,skink",,BINOMIAL
Lankascincus taylori,Lankascincus taylori,lankascincus taylori,Taylor's Tree Skink,taylor tree skink,"taylor,tree,skink",,BINOMIAL
Larutia larutense,Larutia larutense,larutia larutense,"Black Larut Skink,Schwarzer Larutskink","black larut skink,schwarzer larutskink","schwarzer,skink,black,larutskink,larut",,BINOMIAL
Larutia miodactyla,Larutia miodactyla,larutia miodactyla,"Single Finger Larut Skink,Einfinger-Larutskink","einfinger larutskink,single finger larut skink","larutskink,einfinger,larut,single,finger,skink",,BINOMIAL
Larutia puehensis,Larutia puehensis,larutia puehensis,Berumput two-toed skink,berumput two toed skink,"berumput,toed,two,skink",,BINOMIAL
Larutia seribuatensis,Larutia seribuatensis,larutia seribuatensis,Two-lined two-toed skink,two lined two toed skink,"lined,toed,two,skink,two",,BINOMIAL
Larutia sumatrensis,,,,,,NO_COMMONS,
Larutia trifasciata,Larutia trifasciata,larutia trifasciata,"Three-banded Larut Skink,Dreibinden-Larutskink","dreibinden larutskink,three banded larut skink","larutskink,larut,banded,three,dreibinden,skink",,BINOMIAL
Leiolopisma alazon,Leiolopisma alazon,leiolopisma alazon,Lauan Ground Skink,lauan ground skink,"skink,lauan,ground",,BINOMIAL
Leiolopisma fasciolare,,,,,,NO_COMMONS,
Leiolopisma mauritiana,,,,,,NO_COMMONS,
Leiolopisma telfairii,,,,,,NO_COMMONS,
Leptoseps osellai,Leptoseps osellai,leptoseps osellai,"Osella's Skink,Osellas Skink","osellas skink,osella skink","osellas,osella,skink",,BINOMIAL
Leptoseps poilani,,,,,,NO_COMMONS,
Leptosiaphos aloysiisabaudiae,Leptosiaphos aloysiisabaudiae,leptosiaphos aloysiisabaudiae,Uganda Five-toed Skink,uganda five toed skink,"toed,five,uganda,skink",,BINOMIAL
Leptosiaphos amieti,Leptosiaphos amieti,leptosiaphos amieti,Cameroon Five-toed Skink,cameroon five toed skink,"five,cameroon,toed,skink",,BINOMIAL
Leptosiaphos hylophilus,Leptosiaphos hylophilus,leptosiaphos hylophilus,Laurenti's Five-toed Skink,laurenti five toed skink,"laurenti,toed,five,skink",,BINOMIAL
Leptosiaphos ianthinoxantha,,,,,,NO_COMMONS,
Leptosiaphos kilimensis,Leptosiaphos kilimensis,leptosiaphos kilimensis,Kilimanjaro Five-toed Skink,kilimanjaro five toed skink,"toed,kilimanjaro,five,skink",,BINOMIAL
Leptosiaphos koutoui,,,,,,NO_COMMONS,
Leptosiaphos lepesmei,Leptosiaphos lepesmei,leptosiaphos lepesmei,Angel's Five-toed Skink,angel five toed skink,"toed,five,angel,skink",,BINOMIAL
Leptosiaphos pauliani,,,,,,NO_COMMONS,
Leptosiaphos rhodurus,Leptosiaphos rhodurus,leptosiaphos rhodurus,Red Five-toed Skink,red five toed skink,"toed,five,red,skink",,BINOMIAL
Leptosiaphos rhomboidalis,,,,,,NO_COMMONS,
Leptosiaphos vigintiserierum,Leptosiaphos vigintiserierum,leptosiaphos vigintiserierum,African Five-toed Skink,african five toed skink,"toed,skink,five,african",,BINOMIAL
Lerista aericeps,Lerista aericeps,lerista aericeps,Desert Plain Slider,desert plain slider,"plain,desert,slider",,BINOMIAL
Lerista allanae,Lerista allanae,lerista allanae,Greater Robust Fine-lined Slider,greater robust fine lined slider,"robust,lined,fine,greater,slider",,BINOMIAL
Lerista allochira,Lerista allochira,lerista allochira,Cape Range Slider,cape range slider,"cape,range,slider",,BINOMIAL
Lerista ameles,Lerista ameles,lerista ameles,Limbless Fine-lined Slider,limbless fine lined slider,"slider,lined,fine,limbless",,BINOMIAL
Lerista apoda,Lerista apoda,lerista apoda,Dampier Land Limbless Slider,dampier land limbless slider,"dampier,land,slider,limbless",,BINOMIAL
Lerista arenicola,Lerista arenicola,lerista arenicola,Bight Slider,bight slider,"slider,bight",,BINOMIAL
Lerista axillaris,Lerista axillaris,lerista axillaris,Stripe-sided Robust Slider,stripe sided robust slider,"robust,sided,stripe,slider",,BINOMIAL
Lerista baynesi,,,,,,NO_COMMONS,
Cottus cf.,,,Rocky Mountain Sculpin,,,BAD_ENCODING,BINOMIAL
Cottus cf.,Cottus cf.,cottus cf,Rocky Mountain Sculpin,rocky mountain sculpin,"mountain,rocky,sculpin",BAD_ENCODING,BINOMIAL
Lerista bipes,Lerista bipes,lerista bipes,North-western Sandslider,north western sandslider,"north,western,sandslider",,BINOMIAL
Lerista borealis,Lerista borealis,lerista borealis,Inland Kimberley Slider,inland kimberley slider,"inland,slider,kimberley",,BINOMIAL
Fundulus heteroclitus,Fundulus heteroclitus,fundulus heteroclitus,Southern Mummichog,southern mummichog,"southern,mummichog",,BINOMIAL
Lerista bougainvillii,Lerista bougainvillii,lerista bougainvillii,South-eastern Slider,south eastern slider,"slider,south,eastern",,BINOMIAL
Lerista bunglebungle,Lerista bunglebungle,lerista bunglebungle,Bunglebungle Robust Slider,bunglebungle robust slider,"robust,bunglebungle,slider",,BINOMIAL
Lerista carpentariae,Lerista carpentariae,lerista carpentariae,Carpentaria Fine-lined Slider,carpentaria fine lined slider,"carpentaria,lined,fine,slider",,BINOMIAL
Lerista chalybura,Lerista chalybura,lerista chalybura,Pilbara Blue-tailed Slider,pilbara blue tailed slider,"blue,slider,pilbara,tailed",,BINOMIAL
Lerista christinae,Lerista christinae,lerista christinae,Bold-striped Slider,bold striped slider,"slider,striped,bold",,BINOMIAL
Lerista cinerea,Lerista cinerea,lerista cinerea,Vine-thicket Fine-lined Slider,vine thicket fine lined slider,"fine,thicket,vine,slider,lined",,BINOMIAL
Lerista colliveri,Lerista colliveri,lerista colliveri,Nubbinned Fine-lined Slider,nubbinned fine lined slider,"slider,nubbinned,lined,fine",,BINOMIAL
Lerista connivens,Lerista connivens,lerista connivens,Blinking Broad-blazed Slider,blinking broad blazed slider,"broad,blazed,blinking,slider",,BINOMIAL
Lerista desertorum,Lerista desertorum,lerista desertorum,Central Deserts Robust Slider,central deserts robust slider,"robust,central,deserts,slider",,BINOMIAL
Lerista distinguenda,Lerista distinguenda,lerista distinguenda,South-western Orange-tailed Slider,south western orange tailed slider,"orange,slider,western,south,tailed",,BINOMIAL
Lerista dorsalis,Lerista dorsalis,lerista dorsalis,Southern Slider,southern slider,"slider,southern",,BINOMIAL
Lerista edwardsae,,,,,,NO_COMMONS,
Lerista elegans,Lerista elegans,lerista elegans,Elegant Slider,elegant slider,"elegant,slider",,BINOMIAL
Lerista elongata,Lerista elongata,lerista elongata,Wide-striped Mulch Slider,wide striped mulch slider,"wide,striped,mulch,slider",,BINOMIAL
Lerista emmotti,Lerista emmotti,lerista emmotti,Noonbah Robust Slider,noonbah robust slider,"robust,noonbah,slider",,BINOMIAL
Lerista eupoda,,,,,,NO_COMMONS,
Lerista flammicauda,Lerista flammicauda,lerista flammicauda,Pilbara Flame-tailed Slider,pilbara flame tailed slider,"flame,pilbara,slider,tailed",,BINOMIAL
Lerista fragilis,Lerista fragilis,lerista fragilis,Eastern Mulch-slider,eastern mulch slider,"slider,mulch,eastern",,BINOMIAL
Lerista frosti,Lerista frosti,lerista frosti,Centralian Slider,centralian slider,"slider,centralian",,BINOMIAL
Lerista gascoynensis,Lerista gascoynensis,lerista gascoynensis,Gascoyne Broad-blazed Slider,gascoyne broad blazed slider,"gascoyne,blazed,slider,broad",,BINOMIAL
Lerista gerrardii,Lerista gerrardii,lerista gerrardii,Bold-striped Robust Slider,bold striped robust slider,"robust,striped,bold,slider",,BINOMIAL
Lerista greeri,Lerista greeri,lerista greeri,South-eastern Kimberley Sandslider,south eastern kimberley sandslider,"kimberley,sandslider,south,eastern",,BINOMIAL
Lerista griffini,Lerista griffini,lerista griffini,Stout Sandslider,stout sandslider,"stout,sandslider",,BINOMIAL
Lerista haroldi,Lerista haroldi,lerista haroldi,Gnaraloo Mulch-slider,gnaraloo mulch slider,"slider,mulch,gnaraloo",,BINOMIAL
Lerista humphriesi,Lerista humphriesi,lerista humphriesi,Taper-tailed West-coast Slider,taper tailed west coast slider,"west,coast,tailed,slider,taper",,BINOMIAL
Lerista ingrami,Lerista ingrami,lerista ingrami,McIvor River Slider,mcivor river slider,"mcivor,slider,river",,BINOMIAL
Lythrurus alegnotus,Lythrurus alegnotus,lythrurus alegnotus,Warrior Shiner,warrior shiner,"warrior,shiner",,BINOMIAL
Lerista ips,Lerista ips,lerista ips,Robust Duneslider,robust duneslider,"robust,duneslider",,BINOMIAL
Lerista kalumburu,Lerista kalumburu,lerista kalumburu,Kalumburu Slider,kalumburu slider,"slider,kalumburu",,BINOMIAL
Lerista karlschmidti,Lerista karlschmidti,lerista karlschmidti,Lesser Robust Fine-lined Slider,lesser robust fine lined slider,"lesser,robust,lined,fine,slider",,BINOMIAL
Lerista kennedyensis,Lerista kennedyensis,lerista kennedyensis,Kennedy Range Broad-blazed Slider,kennedy range broad blazed slider,"broad,range,blazed,slider,kennedy",,BINOMIAL
Lerista labialis,Lerista labialis,lerista labialis,Southern Sandslider,southern sandslider,"southern,sandslider",,BINOMIAL
Lerista lineata,Lerista lineata,lerista lineata,Perth Slider,perth slider,"slider,perth",,BINOMIAL
Lerista lineopunctulata,Lerista lineopunctulata,lerista lineopunctulata,Dotted-line Robust Slider,dotted line robust slider,"robust,line,dotted,slider",,BINOMIAL
Lerista macropisthopus,Lerista macropisthopus,lerista macropisthopus,Unpatterned Robust Slider,unpatterned robust slider,"robust,unpatterned,slider",,BINOMIAL
Lerista maculosa,Lerista maculosa,lerista maculosa,Spotted Broad-blazed Slider,spotted broad blazed slider,"spotted,broad,blazed,slider",,BINOMIAL
Lerista microtis,Lerista microtis,lerista microtis,South-western Slider,south western slider,"slider,western,south",,BINOMIAL
Lerista muelleri,Lerista muelleri,lerista muelleri,Wood Mulch-slider,wood mulch slider,"slider,mulch,wood",,BINOMIAL
Lerista neander,Lerista neander,lerista neander,Pilbara Robust Slider,pilbara robust slider,"robust,pilbara,slider",,BINOMIAL
Lerista nichollsi,Lerista nichollsi,lerista nichollsi,Inland Broad-blazed Slider,inland broad blazed slider,"inland,broad,blazed,slider",,BINOMIAL
Lerista onsloviana,Lerista onsloviana,lerista onsloviana,Onslow Broad-blazed Slider,onslow broad blazed slider,"broad,onslow,blazed,slider",,BINOMIAL
Lerista orientalis,Lerista orientalis,lerista orientalis,North-eastern Orange-tailed Slider,north eastern orange tailed slider,"orange,slider,tailed,north,eastern",,BINOMIAL
